37	1000234771,2845581800
76	1000392380,1911890185
132	1000444420,2721650514
1	1000570675,2019938152
2	1000683818,1046119191
37	1000697092,2404758869
51	1000704768,365184315
74	1000890338,317018434
6	1000896853,1404258210
12	100100338,95223687
71	1001014123,4097640033
129	1001442215,1322823895
50	1001516077,2279311944
115	1001563423,947600948
54	1002375876,2869021949
34	1002417756,99535265
66	1002965497,2779198497
4	1002985999,1816307127
66	1003101704,1302815147
20	100313923,469968844
19	1003217934,30852665
65	1003323541,2410864626
4	1003533166,199984623
77	1003775248,706250895
19	1004352937,313083725
28	1004480205,2821363602
123	1004576401,2483114052
38	1005000906,1957411846
62	1005022033,2438697764
21	1005080269,1854938428
32	1005083674,2850152305
115	1005149688,2767058539
29	1005624007,1933605521
52	1005784888,2975983389
48	1005854938,714097390
132	1006060628,1010693423
66	1006255926,1882793765
123	1006383751,922093392
120	1006776369,3326779185
60	1006860049,888555608
66	1006870508,2643499888
64	1007266354,2887148665
21	1007346411,2247862068
126	100756039,1726052465
132	1007833497,507205742
65	1008068025,3740886681
6	1008259636,3842474610
71	1008802072,3630865164
48	1008840432,1987699999
22	1009095953,162578923
49	1009107544,1759722533
39	1009695224,1231186140
81	1009837310,3280444734
0	1010028172,2824635196
52	1010292598,466491316
87	101033818,3817477989
19	1010566036,3502195863
52	1010661329,45647285
111	1010861290,2738296
95	101091380,2603160343
114	1011271521,1924537350
1	1011473773,1392154635
62	1011625733,3938292920
30	101186400,2862854888
132	1012090320,2426977773
123	1012097373,3366922090
1	1012166756,2735286545
52	1012209621,14544973
39	1012439357,1872827343
6	1012461610,3019443258
115	1012548097,360273431
132	1012837259,1317819145
120	10129177,4229101869
114	1013139947,1885005185
26	101314680,2963665082
51	1013165511,3275809820
38	1013262126,4235385372
57	1013287581,2263425760
34	1013336050,2905563191
132	1013426480,3163327834
132	1013616033,451383217
33	1013740438,3978986455
132	1013759313,243006631
69	1013776445,3572350105
77	1014164079,1393751958
62	1014164881,2356967895
63	1014748064,2434990644
37	101481499,2071435406
30	1014825642,844993778
101	10148303,2663678272
20	1014850265,1304301989
46	1015118759,135423588
129	1015286528,2503775313
111	1015518629,2621593374
25	1015763829,887920316
62	1015873694,1717028503
25	1015921393,3620903239
23	1016039285,3270665120
64	1016092388,1550867958
95	101609936,2894028561
129	1016234696,3987969786
19	1016681718,273019278
25	1016957315,1768818497
12	1017085119,2364377870
50	1017105854,2031527502
34	1017205911,2086521465
4	1017207602,821804466
34	1017424398,4240031274
8	1017445622,3311552229
5	1017499768,573197232
71	1017693267,540922568
12	1017757667,1132975747
68	1017907886,198689175
66	1018262909,1446953604
25	1018401210,4178860727
5	1018415284,2988847085
21	1018722216,3659861818
39	1018838063,560776546
62	1019215013,647359785
72	1019259899,3794338262
42	1019308529,2329719741
74	1019889269,1781488627
61	1020248849,2233224460
31	1020643666,785228421
88	1020704115,893161905
65	102078566,4217061259
39	1021007112,794756621
18	1021041026,1142365257
80	1021329340,2991684053
111	1021405777,143872300
25	1021436802,502559527
66	1021791426,2661684402
127	1022006437,347437705
24	1022024560,2755164025
22	102206613,3127635212
29	1022186404,1519355689
48	1022390250,2032720969
26	1022790570,2912884051
34	1023092520,441408699
127	1023151053,2798112524
46	1023203917,1825051954
78	1023540592,2141653598
62	1023728661,4055076053
19	1023913404,3527972482
67	1024283953,1245889120
66	1024537620,2186780649
129	1024746051,3250953248
59	1024884202,3413718408
123	1025035942,3250227254
101	1025190288,3158560501
111	1025323607,3864285334
48	1025464971,221958990
123	1026084854,3961928886
2	102611222,4228116045
48	1026190177,3281276955
59	1026272854,1806368927
0	1026430468,449625946
95	1026673115,4115638364
19	1026716210,2793172833
109	1027365725,559439279
38	1027375049,1541867718
33	102777985,3993524431
133	1027919743,2846954131
111	102793172,1516258149
66	1028017407,240086409
123	1028220681,1027595995
11	1028463461,3945974019
133	1028569637,867983759
60	1028601826,1841565932
72	1028688536,898733332
11	1028944934,4024321441
37	1028999482,4040312726
71	1029300637,875962655
37	1029392198,781060921
72	1029553866,1884185554
82	1030133317,1908062779
76	1030176755,1839007245
21	1030228157,2553669489
126	1030258162,1217488617
129	1030349457,1211221722
42	1030615047,186372699
2	1030634451,435180140
5	1030667521,3396201251
114	1031026337,30189632
67	1031142545,3143581549
26	1031156390,3070653629
61	1031245977,4000842796
19	1031295528,1833652093
114	1031491946,2813127030
71	1031507057,2356712471
68	1031579590,4245627278
123	1032119602,84047301
123	1032333348,1735118769
60	1032336408,1955000621
52	1032841058,3955206909
19	1032907314,2587142112
88	1032923523,1009643950
31	1033176858,2646494575
71	1033234874,1608287982
77	103382174,451681727
114	1033898591,2006980985
101	1034020480,3384999203
74	1034217892,3698702323
60	1034617651,992098491
46	1034760291,129399567
71	1034788205,1651484296
10	1035075923,239527722
26	1035118546,2989679465
111	1035145823,3982289536
49	1035203641,2908494263
65	1035368874,2657785169
132	1035440994,342982316
49	1036065491,178518725
9	1036219872,978355225
19	1036299952,711781510
66	10365698,1747247469
37	1036781643,3624528946
69	1036815110,3004454064
87	1037134713,1174270678
67	1037622152,98548692
67	1038020067,4161403302
67	1038134073,3813285158
75	1038387155,3447353046
28	1038472645,2766987682
72	1038637677,673732250
31	1038924928,4188521954
50	1039031592,1488115707
6	1039127118,1681336036
77	103961561,527388775
65	1040093916,1215889733
51	1040549817,3831288848
115	104057265,3681490532
115	1040761148,2538962523
19	1040853199,3067523102
71	1040880434,1956132288
72	1040975539,3273200437
26	1040989153,2246463712
71	1041999099,3105490397
111	1042112529,522315605
75	1042733588,2213572072
6	1042761312,1943242209
62	1043180989,4154096178
109	1043238429,3091961789
42	1043565272,4179167190
77	1043636936,1106641692
26	104378825,1159046019
4	1044797033,2828200303
67	1045284815,4082129561
25	1045340170,2463110436
101	1045785064,2856671968
84	1045888232,3524221152
21	1046061103,1597365017
19	1046121251,590137961
22	1046135933,3532922610
82	1046144013,1084002954
62	1046232344,1978368982
80	1046645199,2089677428
51	1046744666,4264917853
1	1046744762,1776873965
31	1047167025,466694700
8	1047380683,899371440
126	1047820235,2165450376
111	1047947276,1089973285
66	104821358,2717626235
6	1048223038,2507587007
72	1048564286,1322235166
57	1048623333,1466041770
42	10488927,2024281168
1	1049195369,3295722078
88	1049275505,866178916
31	10493479,458745797
12	1049474724,1095884156
127	1049567795,2487635502
75	1049691326,3447228924
120	105000213,230133112
88	105036101,411234680
71	105075702,3021568716
87	1050966720,2508792161
88	1051128367,1652690231
33	1051161780,212464053
63	1051381057,218222906
28	1051472488,358927320
66	1051499641,545984937
26	1051883544,528184055
4	1052084176,2529514954
87	1052121639,3183661809
0	1052201911,515344361
111	1052354515,504394427
21	1052591297,262201864
41	1052769718,2370811547
49	1053071960,2766241112
21	1053140051,2253999751
72	1053365595,3299178970
48	1053757095,3244075336
72	1053894509,76410563
8	1054028139,1925942921
34	1054056109,3047991261
72	1054118520,1597148543
8	1054255164,693885941
127	1054367017,1247350993
29	1054401956,305738861
62	1054627983,1130559330
37	1054705135,3360965923
109	1054718359,1866616937
66	1054725887,3765532355
81	1054953697,3174377006
39	1055210048,3800908333
123	1055936492,1594860215
72	1056094311,1235166973
29	105617121,991675469
88	1056300938,2461304848
129	1056783169,1599264558
77	105685511,1443787887
59	105718568,1193102660
52	1057457227,614137238
51	1057463372,4220179115
25	1057499761,754346858
21	1057563184,360147828
120	1057930113,2031352022
133	1058001243,3632550428
120	1058030626,4196242437
38	1058389921,2306889750
77	1058651212,2085814284
64	1058678376,2137435746
11	1058690135,2730754250
23	1059029712,26041905
75	1059223347,269065453
22	1059274709,3061310384
123	105937698,1136779929
54	1059401761,4275117641
48	1059418584,104163169
46	1059535630,2776874159
21	1059687376,326091599
0	105983671,1819357395
25	1059937154,1425108933
111	1060364374,3298439065
66	1060609588,3784413583
72	106075167,286241296
123	1060796977,2201836033
22	1061081185,2665732211
14	1061157114,1508082857
87	1061475035,381942704
57	106149712,728596587
88	1061623468,2926612299
97	1062025421,173660354
60	1062163843,1025733812
66	1062910145,1502918149
39	1063023005,299718872
115	1063064145,921372103
21	1063199010,422501648
21	1063258918,3159745284
5	1063330946,4071860748
30	1063430841,3729547575
123	1063686199,3389279896
13	1063762734,3535599685
65	1064298287,1670441401
42	1064534922,1282038653
129	1064772478,1264818428
54	1064849298,3970572031
81	1064994704,2017663318
114	1065168908,3024708133
115	1065663364,669975080
38	1065774472,746333135
80	1065943272,3194327430
74	106630177,1492339476
1	1066419366,3581919007
4	1066522586,380144584
51	106662994,2647595226
6	1066745363,2912862417
69	1066764386,753168578
39	1066827588,1741457240
48	1066832135,3745934184
66	106686218,1419194120
64	1067103088,2038676615
129	1067580594,3859726784
31	1067621259,2410885287
48	1067635773,4286568231
4	1067725610,2490339957
60	1067778631,3853502451
34	106781013,3957506187
49	1068017500,1266394097
1	106811991,2204294775
87	1068208804,740724108
75	1068261918,2684330369
86	1068264903,4231855193
49	1068687014,4190918144
62	1068879659,303235724
69	1068997787,553633167
128	1069400291,4215788812
132	1069841257,1388984655
129	1069869482,1449235606
57	1070178299,1983039082
4	1070191747,3155352210
71	1070379243,4062492212
6	1070404973,3837949611
114	1070742795,2771075690
14	1070996935,2392922396
95	1071455414,3219617438
6	1071530770,2512776131
64	10718610,3150000713
19	1071986970,2767049921
30	1072422044,3853663114
62	1072580418,642335712
71	1072964646,1540440327
51	1073075782,3122355573
50	1073272525,1830996875
25	1073474927,3085293689
23	1073629270,2700809844
132	1073919876,1378791149
60	1073990085,3674467889
80	1074597826,1285343457
66	107476762,943848419
120	1074788611,3879680743
62	1074814922,1697644082
21	1075074562,3289512673
33	1075593757,1525447222
65	107623885,3120990628
60	1076263469,438171364
19	1076446280,4274100396
28	1076596255,97465948
4	1076764588,872264850
76	1076877240,3688190819
80	1077359184,1215018509
115	1077375351,2788962833
66	1077498092,575894544
126	1077525558,3330453401
95	1077808480,3859718617
46	1077882480,3674081857
51	1078103449,1791136441
114	1078108637,189453220
42	1078319344,4294877269
48	1078968969,387474526
71	1078983827,551400851
18	1078991321,2395211560
65	107942990,2691928363
36	1079636444,2645442599
39	1079639928,3833676232
71	1079671425,3136629891
63	1080166768,1031969353
127	1080195982,1858731800
115	1080218250,3698089144
60	1080226450,2044170388
72	1080313633,1335654555
132	1080722983,465505624
51	1080806346,696925251
51	1080974826,2449185385
65	1080989783,1390050395
132	1081007522,1297605692
68	1081131218,607350349
71	1081283883,707126021
8	108172643,3569556685
123	1081751137,1262956272
12	108179284,2478126003
111	1082276844,996120910
127	1082632870,618802506
9	1082643079,1558213763
71	1082872283,4010910174
114	1083640716,3791423270
87	1083884138,42329142
39	1084036525,2863337321
28	1084221583,1691787574
35	1084233324,150432758
39	1084370548,1730421230
59	1084462209,849633922
133	1084517444,847028538
76	1085029784,2682056990
52	1085091833,1163920939
34	1085223531,2793722489
60	1086004036,1454272169
120	1086078223,2395968321
0	1086175537,1629800238
129	1086302923,547936177
132	1086335393,2602129742
68	10868452,1691581139
1	1086908464,3706885798
60	1086931280,173207085
65	1087044787,2877414320
129	1087214078,2030076788
101	1087567816,3209069141
72	1087777495,4072802909
50	1088407305,2148334488
1	1088446444,1836676196
95	1088594538,2329360691
76	1088713125,852509073
81	1088822268,1395121190
87	1088837903,2241635365
95	1089287987,606114258
12	1089564163,1848261928
52	1089736774,3764283643
72	1089787555,1173678021
48	1089977435,226388702
39	1090194967,554014806
120	1090266916,2649985940
12	1090271383,938700978
67	1090462907,2634711382
39	1090607639,3884495606
1	1090626684,2396256099
60	1091536551,4140074023
111	1091616998,108480845
34	1091923353,2922623015
81	1091944135,3932356736
19	1091963111,2569617646
38	109197306,1741458064
33	1092088756,164695727
33	1092528998,680012059
115	1092645532,1848837924
60	1093048125,417435220
36	1093190249,237408306
18	1093479053,2975572584
101	1093570249,4073668083
71	1093607074,2147458919
35	1093625684,3348903537
31	109372375,1826524927
53	1093830414,4112681021
71	1093884910,1358904946
54	109402228,536425900
33	109412897,3279921187
80	1094341805,1793708765
80	1094341993,2258609133
1	10944320,680274723
82	1094765909,620347348
23	1094766874,480775994
109	1095399857,2496161068
115	1095746476,1378385483
77	1095781857,1487419302
39	1095934751,3006828187
95	1096022467,409925632
75	109614374,4034828363
95	1096181580,1908149428
6	1096313836,1937451818
6	1096380064,2817653872
77	1096546017,1542483779
19	1096926117,1081722477
59	1097129777,3239520395
18	1097238869,193690240
52	1097584233,3559869108
60	1097975616,2326993038
51	1098814480,65150426
61	1098881973,2280211372
51	1098934728,1888667839
68	1099065806,3556013905
6	1099387166,429324690
94	1099541116,3675588424
82	1099587956,400395942
37	1099940184,1030478385
3	1100192965,3145819332
39	1100426412,2238091090
77	110057762,825871452
19	1100579208,384683683
30	1100700643,4212825597
64	1100745502,1535773002
36	1101095019,3300464719
12	1101205929,2040250720
111	1101217018,2991696958
6	1101232320,3095683297
61	1101244620,1607778127
59	11015891,1898654010
77	1101678226,2390908469
13	1102100049,496758626
17	110227290,1688389076
76	1102327156,3174347878
78	1102370881,956378132
64	1102717953,2364829778
60	1102845142,2264346371
37	1103112601,1024573182
50	1103202900,4179378650
50	1103427782,2967470285
48	1104320691,1044796142
81	1104355769,3996946135
19	1104768211,3376593776
36	1104799337,3470526587
51	110507513,4112829004
25	1105161114,562034094
34	1105251425,328718463
71	11052568,2499915922
111	1106077546,2032031161
77	1106193109,2128873218
12	1106256502,2800834174
132	1106364430,2589433864
59	1106870655,3361144093
71	1107056612,1773442498
129	1107077093,2166056630
60	1107151413,3195085615
80	1107731882,3891868198
22	1107982620,172172604
37	1108201816,2281101288
66	1108329159,700952458
35	110891427,3632499649
53	1109022734,3856993261
26	1109319160,2071399735
128	1109543585,2260655404
127	1109608805,1020389394
3	1109661939,3724478667
36	1109751216,3547958866
19	110979590,3236632790
62	1110073254,3617125666
23	1110177010,1364417823
63	111054745,2321661691
52	1110966302,3403107836
82	1111794530,3186055568
23	1111871346,2041279294
51	1112681706,1863619738
37	1112951269,1740339937
69	1113086354,3890722881
2	1113367368,1150156824
50	1113932453,2783839648
88	111413918,4134613911
71	1114364525,2520573016
66	1114426305,1018927811
69	1114717512,2185617899
7	1114822761,3119441786
132	1115218248,2209753381
33	1115316271,2016308949
48	1115402169,2943709899
132	1115711040,2490039332
111	1115762062,3376618034
32	111585770,2484722129
71	111592938,3312837298
101	1116003415,3921618543
114	1116029402,3377144277
127	1116080181,3748585995
39	1116276685,1456978001
87	1116980446,2027387511
51	1117217153,3290729882
88	111747655,1312922695
4	1117538058,4288105753
95	1117820904,3605755882
123	1118039189,4018014679
81	1118047684,2234788708
20	1118304278,855123324
29	111835019,1500681360
48	1118451725,4178828497
24	111855073,1751375651
57	1118638796,2451748361
114	1118875453,3630124635
49	1119081853,1927677623
82	1119225612,3064736863
1	11194756,4110202366
22	1119557077,675943902
60	1119673548,3896063027
128	1119678376,3225160756
132	1119698513,3531650059
94	1119842765,1767028178
120	1119992089,1591546253
75	1120586446,1732255808
80	1120769700,264313891
69	112085137,952201629
18	112097372,3826782777
79	1121056556,2950444642
114	1121179033,2086769911
29	1121372739,1874502514
101	1121502427,2507489471
36	1121567371,3121571866
21	1122001852,1142077685
62	1122185072,3377659032
19	11222212,2245053122
12	1122277110,2576134969
21	112276772,2956380540
6	1122812463,2252040342
51	1123113573,715770685
60	112318050,2609731066
127	1123275664,3051145454
69	1123324580,801383603
65	1123578335,181515199
26	1123854091,10185391
61	112430901,1200490086
21	1124705468,1737649875
51	112495002,2217363571
52	1125120651,3232172597
3	1125263823,21770111
66	1125418354,3203236968
120	1125428440,265230983
4	1125770154,2404870636
57	1125813154,410263981
60	1125859260,3036313371
2	1126080890,2637012753
128	1126165408,4291299395
111	1127066997,2846756049
74	1127118773,3092462715
51	1127319703,243213711
64	1127393867,3310385409
101	1127451107,2870759132
37	1127469682,546906608
120	1127868945,1350668926
25	1128394951,2720722874
33	1128683364,293426297
85	112871653,3312296882
51	1128726671,882727836
88	112894380,238341994
11	1129081460,462948709
95	1129189360,968391954
47	1129193895,3784200540
80	1129228731,1928390298
76	1129326161,2227110089
62	1129372879,2885699703
66	1129866404,2666044641
48	1129948300,1193321150
75	1129966007,2479083567
128	1130300554,118383380
48	1130335693,3688020776
6	1130374228,3080979872
22	1130790339,2162605409
120	1130810611,658790633
28	1131541439,2525928853
19	1131653863,666360011
62	1131797618,1131435201
111	1131820951,87753014
132	1131994496,2005012038
29	1132134650,3747647742
57	1132176029,2865353935
2	1132419777,1740333045
67	1132589707,3395938751
30	1133119067,1699174087
126	1133163753,2379511191
2	11331797,2550040667
88	1133246968,2996998917
71	1133357269,3606211002
29	1133565485,2156565185
132	1133580277,3397480966
25	1133714275,2265592289
6	1133719659,1985473303
66	1134260758,2745838243
25	1134329388,1030973549
19	1134443023,3485873431
101	1134510491,1094626181
129	1134537637,236457342
22	1134541575,3821442345
22	1134588310,3414664366
132	1134801871,3101689422
6	1134920856,66495103
69	1136279182,1596999624
71	1136414745,1099070610
114	1136456445,2873932435
127	1136630062,3903552570
42	113674295,119548774
39	1136800596,1663718689
34	1136852256,1644802959
8	1137087612,3894486629
25	1137168945,1075338544
120	1137169039,4006692205
9	1137367359,1033658000
80	1137399288,1168883079
66	1137521081,1812830872
42	1138188343,1463991559
129	1138234185,3155585160
26	1138630358,351765404
65	1138720485,766180065
127	1139062299,1503809445
80	1139208226,3582388077
51	1139557629,684892593
95	1139652065,2985746506
126	1140096226,2623893320
133	1140948931,2413320231
54	1141313855,694593507
25	1141425965,68747422
87	1141958670,1100297908
9	1142016138,1885135016
30	1142069120,1698118426
62	1142131386,3883513079
132	1142209578,835652212
24	114230377,2820036999
123	1142569098,640045837
30	1142766752,4212538326
37	1143801485,4130541175
48	1143832906,845059933
71	1143961270,205046594
54	1144082583,368298332
39	1144674438,1600212004
127	1144705272,2756024422
6	1145135275,672388132
21	1145554430,2879259677
59	114565150,195897606
132	1145993697,1712658763
95	114635421,3563244895
111	1146600058,1064083828
75	1146691038,2654199499
88	114700891,3368683764
52	1147068384,892257226
95	1147209576,262819760
